Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSG00000095015	56815574	56896152	MAP3K1	5
ENSG00000158517	74773962	74789315	NCF1	7
ENSG00000196535	29071124	29180412	MYO18A	17
ENSG00000112651	43054029	43059806	MRPL2	6
ENSG00000175727	122078722	122147347	MLXIP	12
ENSG00000188786	37809567	37859620	MTF1	1
ENSG00000125686	39404285	39451286	MED1	17
ENSG00000174197	41621224	41773081	MGA	15
ENSG00000103111	77190835	77202405	MON1B	16
ENSG00000014914	149928651	149936869	MTMR11	1
ENSG00000277926	241808825	241817413	NEU4	CHR_HSCHR2_3_CTG15
ENSG00000137601	169392857	169612629	NEK1	4
ENSG00000124160	46060985	46089952	NCOA5	20
ENSG00000274194	54173854	54190480	MBOAT7	CHR_HSCHR19LRC_PGF2_CTG3_1
ENSG00000136098	52132639	52159861	NEK3	13
ENSG00000112159	89642499	89819723	MDN1	6
ENSG00000145388	118685368	118715433	METTL14	4
ENSG00000075413	103385392	103503831	MARK3	14
ENSG00000196865	113854661	113917194	NHLRC2	10
ENSG00000140157	22838641	22868384	NIPA2	15
ENSG00000173269	86935540	86969481	MMRN2	10
ENSG00000093167	37052656	37183689	LRRFIP2	3
ENSG00000006432	70722526	70809534	MAP3K9	14
ENSG00000173272	131464900	131492743	MZT2A	2
ENSG00000145911	178113443	178126087	N4BP3	5
ENSG00000276480	15788326	15942169	MYH11	CHR_HSCHR16_1_CTG1
ENSG00000165030	91409045	91423862	NFIL3	9
ENSG00000008382	4343527	4360086	MPND	19
ENSG00000132763	45500053	45513382	MMACHC	1
ENSG00000226111	30662345	30671031	MRPS18B	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000176018	90515611	90529584	LYSMD3	5
ENSG00000147065	65588377	65741931	MSN	X
ENSG00000085511	160991727	161117385	MAP3K4	6
ENSG00000066933	71822289	72118577	MYO9A	15
ENSG00000164600	31337461	31340894	NEUROD6	7
ENSG00000277086	31092912	31142971	MTMR10	CHR_HSCHR15_4_CTG8
ENSG00000177034	79976731	79991265	MTX3	5
ENSG00000135596	109444062	109465968	MICAL1	6
ENSG00000197965	167721192	167791919	MPZL1	1
ENSG00000164877	1428465	1459502	MICALL2	7
ENSG00000257103	34172504	34229515	LSM14A	19
ENSG00000111142	95473520	95515839	METAP2	12
ENSG00000109320	102501329	102617302	NFKB1	4
ENSG00000082212	50878734	50954257	ME2	18
ENSG00000187778	49556544	49568153	MCRS1	12
ENSG00000179222	51803007	51902357	MAGED1	X
ENSG00000101079	36651766	36746078	NDRG3	20
ENSG00000100427	50059391	50085902	MLC1	22
ENSG00000196814	126326849	126507041	MVB12B	9
ENSG00000132780	45583846	45618904	NASP	1
ENSG00000165819	21498133	21511375	METTL3	14
ENSG00000181588	1554669	1568058	MEX3D	19
ENSG00000051825	123152320	123244014	MPHOSPH9	12
ENSG00000196199	19633681	19673459	MPHOSPH8	13
ENSG00000140943	84053761	84116906	MBTPS1	16
ENSG00000105357	50188186	50310544	MYH14	19
ENSG00000123066	115953872	116277719	MED13L	12
ENSG00000100968	24365673	24379604	NFATC4	14
ENSG00000118680	3261479	3278431	MYL12B	18
ENSG00000099875	2037465	2051244	MKNK2	19
ENSG00000140396	70109762	70403805	NCOA2	8
ENSG00000164190	36876759	37066413	NIPBL	5
ENSG00000099812	751126	764318	MISP	19
ENSG00000161654	44034635	44067619	LSM12	17
ENSG00000007392	188969	229463	LUC7L	16
ENSG00000105085	16574907	16629062	MED26	19
ENSG00000038274	163503114	163519336	MAT2B	5
ENSG00000139977	57390544	57415917	NAA30	14
ENSG00000117640	25818640	25832942	MTFR1L	1
ENSG00000196586	75749192	75919537	MYO6	6
ENSG00000277443	113857362	113863471	MARCKS	6
ENSG00000119408	124257606	124353307	NEK6	9
ENSG00000160796	46979683	47009703	NBEAL2	3
ENSG00000090006	40592883	40629818	LTBP4	19
ENSG00000275911	15728421	15811507	NDE1	CHR_HSCHR16_1_CTG1
ENSG00000119638	75079353	75127344	NEK9	14
ENSG00000182979	105419820	105470729	MTA1	14
ENSG00000076003	135839626	135876426	MCM6	2
ENSG00000168282	49620795	49623481	MGAT2	14
ENSG00000138386	190646746	190692766	NAB1	2
ENSG00000100139	37905657	37942822	MICALL1	22
ENSG00000020426	60734742	60969953	MNAT1	14
ENSG00000162614	77888513	77943895	NEXN	1
ENSG00000254726	156072013	156081998	MEX3A	1
ENSG00000158864	161197104	161214395	NDUFS2	1
ENSG00000065534	123610049	123884331	MYLK	3
ENSG00000181085	143716259	143722458	MAPK15	8
ENSG00000053372	19251539	19260128	MRTO4	1
ENSG00000110917	120686869	120701864	MLEC	12
ENSG00000135525	136342281	136550819	MAP7	6
ENSG00000196531	56712428	56731628	NACA	12
ENSG00000116701	183555563	183590876	NCF2	1
ENSG00000141644	50266882	50281774	MBD1	18
ENSG00000150054	28050993	28334486	MPP7	10
ENSG00000057935	42494569	42756947	MTA3	2
ENSG00000163491	27110085	27369460	NEK10	3
ENSG00000179010	6640091	6642745	MRFAP1	4
ENSG00000157227	22836557	22849027	MMP14	14
ENSG00000149657	62122461	62135378	LSM14B	20
ENSG00000168906	85539165	85545280	MAT2A	2
ENSG00000172680	56112942	56113982	MOS	8
ENSG00000169967	127298730	127388465	MAP3K2	2
ENSG00000137802	41774434	41827855	MAPKBP1	15
ENSG00000164114	155342658	155376970	MAP9	4
ENSG00000168958	227325151	227357836	MFF	2
ENSG00000204178	25430858	25500209	MACO1	1
ENSG00000037897	57768471	57772793	METTL1	12
ENSG00000124831	237627576	237813682	LRRFIP1	2
ENSG00000095002	47402969	47663146	MSH2	2
ENSG00000166866	57028517	57051198	MYO1A	12
ENSG00000023228	206114817	206159603	NDUFS1	2
ENSG00000010292	6493356	6531955	NCAPD2	12
ENSG00000119487	125437393	125707234	MAPKAP1	9
ENSG00000187109	76036587	76085033	NAP1L1	12
ENSG00000135540	138422043	138692571	NHSL1	6
ENSG00000102908	69565094	69704666	NFAT5	16
ENSG00000135341	90513573	90587045	MAP3K7	6
ENSG00000132688	156668763	156677397	NES	1
ENSG00000116898	36455718	36464437	MRPS15	1
ENSG00000280987	139273752	139331671	MATR3	5
ENSG00000108848	50719544	50756213	LUC7L3	17
ENSG00000138834	1706183	1770317	MAPK8IP3	16
ENSG00000105699	35248330	35267964	LSR	19
ENSG00000116062	47695530	47810101	MSH6	2
ENSG00000147316	6406592	6648504	MCPH1	8
ENSG00000229363	32028530	32035535	NELFE	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000149968	102835801	102843803	MMP3	11
ENSG00000116141	220528183	220664461	MARK1	1
ENSG00000162601	58654739	58700092	MYSM1	1
ENSG00000224587	30689666	30707748	MDC1	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000111144	96000828	96043520	LTA4H	12
ENSG00000127989	91692008	91880720	MTERF1	7
ENSG00000116871	36155579	36180849	MAP7D1	1
ENSG00000275118	54173853	54190413	MBOAT7	CHR_HSCHR19_4_CTG3_1
ENSG00000154305	222618086	222668012	MIA3	1
ENSG00000167077	41699499	41799456	MEI1	22
ENSG00000015479	139293648	139331677	MATR3	5
ENSG00000159871	43795929	43827206	LYPD5	19
ENSG00000166902	59806135	59810872	MRPL16	11
ENSG00000198625	204516379	204558120	MDM4	1
ENSG00000160294	46235126	46286297	MCM3AP	21
ENSG00000171100	150568619	150673322	MTM1	X
ENSG00000120149	174724533	174730893	MSX2	5
ENSG00000120458	124766498	124800673	MSANTD2	11
ENSG00000182768	90265659	90278141	NGRN	15
ENSG00000074356	3802165	3846251	NCBP3	17
ENSG00000061676	182909115	183038858	NCKAP1	2
ENSG00000012983	50418501	50561126	MAP4K5	14
ENSG00000151332	36298558	36320676	MBIP	14
ENSG00000127603	39081316	39487177	MACF1	1
ENSG00000104320	89933336	90003228	NBN	8
ENSG00000102921	48538726	48620148	N4BP1	16
ENSG00000274671	69415353	69444141	MARVELD2	CHR_HSCHR5_2_CTG1_1
ENSG00000085276	169083499	169663618	MECOM	3
ENSG00000228575	30744466	30762547	MDC1	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000124383	71130314	71150101	MPHOSPH10	2
ENSG00000127804	2405562	2511891	METTL16	17
ENSG00000186487	1789113	2331664	MYT1L	2
ENSG00000164172	53095679	53110063	MOCS2	5
ENSG00000069869	55826922	55993746	NEDD4	15
ENSG00000020922	94415578	94493908	MRE11	11
ENSG00000049323	32946972	33399509	LTBP1	2
ENSG00000152034	99919910	99994247	MCHR2	6
ENSG00000104774	12646511	12666742	MAN2B1	19
ENSG00000134369	201622885	201826969	NAV1	1
ENSG00000140400	75355207	75368630	MAN2C1	15
ENSG00000002079	99238829	99311130	MYH16	7
ENSG00000231135	30692058	30710140	MDC1	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000080823	102224500	102305200	MOK	14
ENSG00000049759	58044367	58401540	NEDD4L	18
ENSG00000229861	30696164	30704850	MRPS18B	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000168502	8705661	8832778	MTCL1	18
ENSG00000063322	39391303	39400637	MED29	19
ENSG00000227420	30607552	30616238	MRPS18B	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000139505	25246201	25288009	MTMR6	13
ENSG00000189409	1632095	1635263	MMP23B	1
ENSG00000115053	231453531	231483641	NCL	2
ENSG00000188986	137255173	137273546	NELFB	9
ENSG00000129559	24216852	24232454	NEDD8	14
ENSG00000103152	77007	85853	MPG	16
ENSG00000163719	9649433	9702393	MTMR14	3
ENSG00000166928	60378530	60417756	MS4A14	11
ENSG00000101335	36541484	36551447	MYL9	20
ENSG00000058804	53765460	53838860	NDC1	1
ENSG00000203624	30607204	30615890	MRPS18B	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000008130	1751232	1780457	NADK	1
ENSG00000101367	32819893	32850405	MAPRE1	20
ENSG00000135372	34105602	34147670	NAT10	11
ENSG00000167306	49822813	50195093	MYO5B	18
ENSG00000152939	69415065	69444330	MARVELD2	5
ENSG00000125885	5950652	5998977	MCM8	20
ENSG00000164024	98995620	99062813	METAP1	4
ENSG00000100503	50719763	50831121	NIN	14
ENSG00000119681	74498170	74612378	LTBP2	14
ENSG00000140259	43804492	43824802	MFAP1	15
ENSG00000081026	113390749	113685923	MAGI3	1
ENSG00000172936	38138478	38143022	MYD88	3
ENSG00000276701	23894004	23895227	MIF	CHR_HSCHR22_1_CTG7
ENSG00000173327	65597755	65615382	MAP3K11	11
ENSG00000135272	114922154	115019202	MDFIC	7
ENSG00000188211	17351726	17377341	NCR3LG1	11
ENSG00000182534	76672551	76711016	MXRA7	17
ENSG00000061337	20246165	20303963	LZTS1	8
ENSG00000164654	7566872	7608929	MIOS	7
ENSG00000099917	20495913	20587632	MED15	22
ENSG00000150712	32226994	32313009	MTMR12	5
ENSG00000108829	50375059	50397553	LRRC59	17
ENSG00000125148	56608199	56609497	MT2A	16
ENSG00000099331	17075781	17214537	MYO9B	19
ENSG00000275851	38506329	38530590	MLLT6	CHR_HSCHR17_7_CTG4
ENSG00000111554	68272443	68332381	MDM1	12
ENSG00000277140	15679520	15728320	MARF1	CHR_HSCHR16_1_CTG1
ENSG00000175130	32333832	32336379	MARCKSL1	1
ENSG00000187398	24496970	25082631	LUZP2	11
ENSG00000171444	113022099	113488830	MCC	5
ENSG00000198160	66924895	66988619	MIER1	1
ENSG00000237095	30778290	30796371	MDC1	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000101247	13784950	13821582	NDUFAF5	20
ENSG00000166986	57475445	57517569	MARS	12
ENSG00000170448	47847233	47914667	NFXL1	4
ENSG00000129534	45203190	45253540	MIS18BP1	14
ENSG00000189043	10931951	10940256	NDUFA4	7
ENSG00000151224	80271820	80289684	MAT1A	10
ENSG00000121579	113716460	113746300	NAA50	3
ENSG00000204099	241808825	241817413	NEU4	2
ENSG00000072736	68084751	68229259	NFATC3	16
ENSG00000125505	54173412	54189882	MBOAT7	19
ENSG00000179632	144104499	144107611	MAF1	8
ENSG00000213672	48673844	48686364	NCKIPSD	3
ENSG00000206562	15381275	15440566	METTL6	3
ENSG00000166159	1820267	1836752	LRTM2	12
ENSG00000180815	19360056	19515261	MAP3K15	X
ENSG00000115488	233032672	233035057	NEU2	2
ENSG00000141971	17405722	17433724	MVB12A	19
ENSG00000171492	89821014	89936611	LRRC8D	1
ENSG00000001167	41072945	41099976	NFYA	6
ENSG00000204568	30617709	30626395	MRPS18B	6
ENSG00000069020	66596361	67169595	MAST4	5
ENSG00000092841	56158161	56163496	MYL6	12
ENSG00000132613	70661204	70686066	MTSS1L	16
ENSG00000112118	52264009	52284881	MCM3	6
ENSG00000111196	10604190	10613623	MAGOHB	12
ENSG00000233813	30607946	30616632	MRPS18B	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000204131	71910818	72161750	NHSL2	X
ENSG00000240972	23894004	23895227	MIF	22
ENSG00000012223	46435645	46485234	LTF	3
ENSG00000109805	17810902	17844862	NCAPG	4
ENSG00000170873	124550790	124728429	MTSS1	8
ENSG00000115648	237485428	237555318	MLPH	2
ENSG00000107951	30309801	30374448	MTPAP	10
ENSG00000275023	38705542	38729803	MLLT6	17
ENSG00000164258	53560633	53683340	NDUFS4	5
ENSG00000107186	13105704	13279590	MPDZ	9
ENSG00000173114	111091006	111125454	LRRN3	7
ENSG00000175471	94703741	95284575	MCTP1	5
ENSG00000170322	129863636	129895590	NFRKB	11
ENSG00000137337	30699807	30717889	MDC1	6
ENSG00000156603	57703714	57712323	MED19	11
ENSG00000162385	53226892	53238610	MAGOH	1
ENSG00000213999	19145568	19170289	MEF2B	19
ENSG00000136286	44962662	44979098	MYO1G	7
ENSG00000155363	112673141	112700746	MOV10	1
ENSG00000198793	11106535	11262507	MTOR	1
ENSG00000138119	93306429	93482317	MYOF	10
ENSG00000111877	118813442	118935162	MCM9	6
ENSG00000101752	21704957	21870957	MIB1	18
ENSG00000187193	56682424	56684196	MT1X	16
ENSG00000146963	139340359	139423457	LUC7L2	7
ENSG00000104903	13099033	13103161	LYL1	19
ENSG00000164134	139301455	139420033	NAA15	4
ENSG00000120539	27154824	27186924	MASTL	10
ENSG00000141905	3314403	3469217	NFIC	19
ENSG00000188895	40122298	40136916	MSL1	17
ENSG00000159055	32268219	32279069	MIS18A	21
ENSG00000165304	36572862	36677683	MELK	9
ENSG00000197971	76978827	77133683	MBP	18
ENSG00000168067	64784914	64803241	MAP4K2	11
ENSG00000114904	52708449	52770949	NEK4	3
ENSG00000133026	8474205	8630761	MYH10	17
ENSG00000108590	6643315	6651634	MED31	17
ENSG00000277956	45906010	46039943	MAPT	CHR_HSCHR17_2_CTG5
ENSG00000198909	63622415	63696303	MAP3K3	17
ENSG00000151503	134150119	134225454	NCAPD3	11
ENSG00000134323	15940564	15947007	MYCN	2
ENSG00000161036	102464929	102473168	LRWD1	7
ENSG00000134138	36889204	37101299	MEIS2	15
ENSG00000084764	26970612	27027196	MAPRE3	2
ENSG00000126934	4090321	4124129	MAP2K2	19
ENSG00000087053	95832882	95925315	MTMR2	11
ENSG00000004779	23581002	23596356	NDUFAB1	16
ENSG00000104643	11284416	11328146	MTMR9	8
ENSG00000129071	129430944	129440179	MBD4	3
ENSG00000162139	74988134	75018893	NEU3	11
ENSG00000100330	29883155	30030866	MTMR3	22
ENSG00000105976	116672390	116798386	MET	7
ENSG00000101004	25452705	25585517	NINL	20
ENSG00000135521	143843344	143863812	LTV1	6
ENSG00000136997	127735434	127741434	MYC	8
ENSG00000003056	8940363	8949955	M6PR	12
ENSG00000101977	139581770	139708227	MCF2	X
ENSG00000139915	46840092	47674954	MDGA2	14
ENSG00000101608	3247481	3256236	MYL12A	18
ENSG00000196465	56152256	56159647	MYL6B	12
ENSG00000064300	49495293	49515017	NGFR	17
ENSG00000276935	54173818	54190312	MBOAT7	CHR_HSCHR19LRC_COX1_CTG3_1
ENSG00000105926	24573268	24694193	MPP6	7
ENSG00000101882	119920672	119943772	NKAP	X
ENSG00000100297	35400063	35425430	MCM5	22
ENSG00000010322	52455118	52493071	NISCH	3
ENSG00000165795	21016763	21070872	NDRG2	14
ENSG00000078403	21524675	21743630	MLLT10	10
ENSG00000092054	23412738	23435718	MYH7	14
ENSG00000005381	58269856	58280935	MPO	17
ENSG00000121152	96335787	96373845	NCAPH	2
ENSG00000182180	73248843	73252693	MRPS16	10
ENSG00000185049	1982714	2041903	NELFA	4
ENSG00000183496	82041778	82046141	MEX3B	15
ENSG00000160194	42879644	42913304	NDUFV3	21
ENSG00000007264	3777970	3802129	MATK	19
ENSG00000197771	119829404	119892556	MCMBP	10
ENSG00000047849	47850690	48089272	MAP4	3
ENSG00000213619	47565336	47584562	NDUFS3	11
ENSG00000152601	152243828	152465780	MBNL1	3
ENSG00000172766	41311205	41377030	NAA16	13
ENSG00000167508	88651935	88663161	MVD	16
ENSG00000131711	72107234	72209570	MAP1B	5
ENSG00000151276	65353525	66038834	MAGI1	3
ENSG00000166508	100092728	100101940	MCM7	7
ENSG00000176953	28950807	28967097	NFATC2IP	16
ENSG00000140545	88898683	88913411	MFGE8	15
ENSG00000274205	143703266	143709465	MAPK15	CHR_HSCHR8_3_CTG7
ENSG00000271447	35756249	35795707	MMP28	17
ENSG00000108510	61942605	62065282	MED13	17
ENSG00000100335	39499432	39518132	MIEF1	22
ENSG00000151611	145599042	145660035	MMAA	4
ENSG00000177383	184710367	184712002	MAGEF1	3
ENSG00000177694	174438573	175810552	NAALADL2	3
ENSG00000129460	23469688	23509862	NGDN	14
ENSG00000133422	30925130	30968298	MORC2	22
ENSG00000197530	1615415	1630610	MIB2	1
ENSG00000124688	43629540	43640952	MAD2L1BP	6
ENSG00000166912	30938941	30991607	MTMR10	15
ENSG00000101189	62796453	62801738	MRGBP	20
ENSG00000206357	31942469	31949469	NELFE	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000129422	17643795	17800917	MTUS1	8
ENSG00000073111	127598223	127622436	MCM2	3
ENSG00000065911	74198562	74217565	MTHFD2	2
ENSG00000234012	30763719	30781800	MDC1	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000170860	14178358	14201119	LSM3	3
ENSG00000141027	16029157	16218185	NCOR1	17
ENSG00000050748	180233143	180292099	MAPK9	5
ENSG00000223775	30609932	30618618	MRPS18B	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000158042	6680782	6683401	MRPL17	11
ENSG00000139350	96907223	96953777	NEDD1	12
ENSG00000180398	46901870	46941855	MCFD2	2
ENSG00000243156	17787649	18024559	MICAL3	22
ENSG00000104738	47960185	47978160	MCM4	8
ENSG00000166783	15594386	15643166	MARF1	16
ENSG00000166833	19350724	20121598	NAV2	11
ENSG00000112139	37630679	37699306	MDGA1	6
ENSG00000149480	62593214	62601840	MTA2	11
ENSG00000102030	153929242	153935223	NAA10	X
ENSG00000147649	97644179	97728770	MTDH	8
ENSG00000086102	33290511	33371157	NFX1	9
ENSG00000188158	17375420	17735994	NHS	X
ENSG00000128654	176269395	176338025	MTX2	2
ENSG00000078018	209424058	209734118	MAP2	2
ENSG00000206268	31934274	31941274	NELFE	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000108389	58489529	58517905	MTMR4	17
ENSG00000274137	2044989	2165303	MYOM2	CHR_HSCHR8_8_CTG1
ENSG00000125144	56666731	56668065	MT1G	16
ENSG00000113318	80654648	80876460	MSH3	5
ENSG00000041802	194640788	194672477	LSG1	3
ENSG00000025770	50508216	50523472	NCAPH2	22
ENSG00000100365	36860988	36878015	NCF4	22
ENSG00000239789	55951819	55956501	MRPS17	7
ENSG00000118513	135181315	135219173	MYB	6
ENSG00000089693	6747996	6767475	MLF2	12
ENSG00000071054	101696850	101894689	MAP4K4	2
ENSG00000169641	23084023	23177808	LUZP1	1
ENSG00000145414	163110073	163166921	NAF1	4
ENSG00000061987	62466817	62600479	MON2	12
ENSG00000107968	30433937	30461833	MAP3K8	10
ENSG00000176624	51174550	51218304	MEX3C	18
ENSG00000102996	58025566	58046901	MMP15	16
ENSG00000131196	79395856	79529325	NFATC1	18
ENSG00000005302	11758159	11775772	MSL3	X
ENSG00000070614	150485818	150558211	NDST1	5
ENSG00000110514	47269161	47330031	MADD	11
ENSG00000108852	43875357	43909711	MPP2	17
ENSG00000014641	63588609	63607197	MDH1	2
ENSG00000173988	46211943	46277366	LRRC63	13
ENSG00000277781	143566187	143572971	MROH6	CHR_HSCHR8_3_CTG7
ENSG00000183091	151485336	151734487	NEB	2
ENSG00000172167	120445400	120542133	MTBP	8
ENSG00000079257	158645822	158672693	LXN	3
ENSG00000129680	136213220	136256482	MAP7D3	X
ENSG00000133816	12094008	12359144	MICAL2	11
ENSG00000084676	24491914	24770702	NCOA1	2
ENSG00000205531	2944431	2992377	NAP1L4	11
ENSG00000080986	2571511	2616635	NDC80	18
ENSG00000134056	69217760	69230129	MRPS36	5
ENSG00000231044	31939633	31946638	NELFE	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000166963	43510958	43531620	MAP1A	15
ENSG00000174579	136148922	136197241	MSL2	3
ENSG00000160877	13118103	13141141	NACC1	19
ENSG00000233801	31944741	31951746	NELFE	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000136937	97633626	97673748	NCBP1	9
ENSG00000146701	76048051	76067508	MDH2	7
ENSG00000124217	50958826	50963931	MOCS3	20
ENSG00000085760	55236595	55269347	MTIF2	2
ENSG00000197629	59208510	59212951	MPEG1	11
ENSG00000278843	35765873	35795707	MMP28	CHR_HSCHR17_7_CTG4
ENSG00000067141	73051710	73305206	NEO1	15
ENSG00000130382	6210379	6279948	MLLT1	19
ENSG00000140563	94231538	94483952	MCTP2	15
ENSG00000130830	154778684	154821007	MPP1	X
ENSG00000178026	24585620	24593208	LRRC75B	22
ENSG00000003987	17298030	17413528	MTMR7	8
ENSG00000142347	8520790	8577577	MYO1F	19
ENSG00000137409	36968141	36986298	MTCH1	6
ENSG00000204356	31952087	31959110	NELFE	6
ENSG00000009950	73593194	73624543	MLXIPL	7
ENSG00000273562	2943292	2991260	NAP1L4	CHR_HSCHR11_1_CTG7
ENSG00000276155	46069784	46203150	MAPT	CHR_HSCHR17_1_CTG5
ENSG00000133030	17042545	17217679	MPRIP	17
ENSG00000159256	36320189	36386148	MORC3	21
ENSG00000072864	15643267	15726353	NDE1	16
ENSG00000170430	129467184	129768007	MGMT	10
ENSG00000173848	5412551	5458463	NET1	10
ENSG00000099308	18097793	18151692	MAST3	19
ENSG00000266714	75588058	75626501	MYO15B	17
ENSG00000008441	12995608	13098796	NFIX	19
ENSG00000114978	74152528	74178898	MOB1A	2
ENSG00000184368	20006713	20116917	MAP7D2	X
ENSG00000125872	6040778	6054049	LRRN4	20
ENSG00000134571	47331397	47352702	MYBPC3	11
ENSG00000148773	128096659	128126385	MKI67	10
ENSG00000278461	69217760	69230127	MRPS36	CHR_HSCHR5_2_CTG1_1
ENSG00000155438	121726945	121736923	NIFK	2
ENSG00000111859	11183298	11382348	NEDD9	6
ENSG00000262860	34172447	34229322	LSM14A	CHR_HSCHR19_1_CTG3_1
ENSG00000158092	136862208	136949823	NCK1	3
ENSG00000186575	29603556	29698598	NF2	22
ENSG00000005810	77044655	77327050	MYCBP2	13
ENSG00000002822	1815793	2233243	MAD1L1	7
ENSG00000100030	21754500	21867680	MAPK1	22
ENSG00000168303	40126023	40134652	MPLKIP	7
ENSG00000169994	127535802	127637729	MYO7B	2
ENSG00000206481	30689327	30707408	MDC1	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000102882	30114105	30123506	MAPK3	16
ENSG00000145220	4267701	4290169	LYAR	4
ENSG00000140280	51723011	51751585	LYSMD2	15
ENSG00000186868	45894382	46028334	MAPT	17
ENSG00000095380	98056739	98083075	NANS	9
ENSG00000103495	29806106	29811164	MAZ	16
ENSG00000180182	40648306	40735858	MED14	X
ENSG00000120662	41216369	41263577	MTRF1	13
ENSG00000101871	10445310	10833654	MID1	X
ENSG00000132382	4538897	4555631	MYBBP1A	17
ENSG00000184634	71118556	71142454	MED12	X
ENSG00000078814	34975403	35002437	MYH7B	20
ENSG00000102858	4616493	4690974	MGRN1	16
ENSG00000107816	100996618	101007836	LZTS2	10
ENSG00000088888	3846799	3876123	MAVS	20
ENSG00000273592	54173824	54190479	MBOAT7	CHR_HSCHR19LRC_PGF1_CTG3_1
ENSG00000130592	1852970	1892267	LSP1	11
ENSG00000197879	1464186	1492812	MYO1C	17
ENSG00000133392	15703172	15857033	MYH11	16
ENSG00000068305	99565417	99716466	MEF2A	15
ENSG00000104722	24913012	24919098	NEFM	8
ENSG00000100345	36281277	36388067	MYH9	22
ENSG00000162576	1352689	1361777	MXRA8	1
ENSG00000196712	31094927	31382116	NF1	17
ENSG00000075975	12557014	12583713	MKRN2	3
ENSG00000072518	63838928	63911019	MARK2	11
ENSG00000101096	51386957	51562831	NFATC2	20
ENSG00000116691	12019466	12032045	MIIP	1
ENSG00000075643	36187519	36272157	MOCOS	18
ENSG00000277025	54173854	54190480	MBOAT7	CHR_HSCHR19LRC_LRC_J_CTG3_1
ENSG00000277923	54173854	54190480	MBOAT7	CHR_HSCHR19LRC_LRC_T_CTG3_1
ENSG00000277733	54173854	54190480	MBOAT7	CHR_HSCHR19LRC_LRC_S_CTG3_1
ENSG00000281178	122078722	122146038	MLXIP	CHR_HG2247_PATCH
ENSG00000282956	65353525	66038834	MAGI1	CHR_HG2235_PATCH
ENSG00000283780	179733723	179778173	MAML1	CHR_HG30_PATCH
ENSG00000285262	6406592	6648504	MCPH1	CHR_HG76_PATCH
ENSG00000285383	1820267	1836752	LRTM2	CHR_HG1815_PATCH
ENSG00000285246	24216851	24232453	NEDD8	CHR_HG1_PATCH
ENSG00000285485	24365672	24379603	NFATC4	CHR_HG1_PATCH
ENSG00000285387	47565336	47584562	NDUFS3	CHR_HG2114_PATCH
ENSG00000283447	206114817	206159603	NDUFS1	CHR_HSCHR2_6_CTG7_2
ENSG00000284908	174438573	175817273	NAALADL2	CHR_HSCHR3_8_CTG2_1
ENSG00000170515	56104319	56113907	PA2G4	12
ENSG00000116786	15684332	15734769	PLEKHM2	1
ENSG00000165671	177133025	177300215	NSD1	5
ENSG00000070756	100685816	100722809	PABPC1	8
ENSG00000198805	20468954	20477094	PNP	14
ENSG00000128050	56435741	56464579	PAICS	4
ENSG00000143398	151197949	151249536	PIP5K1A	1
ENSG00000186472	82754013	83162930	PCLO	7
ENSG00000147206	103075810	103093125	NXF3	X
ENSG00000173614	9943428	9985501	NMNAT1	1
ENSG00000171408	135851696	136195574	PDE7B	6
ENSG00000039650	49859882	49878351	PNKP	19
ENSG00000102230	24558087	24672677	PCYT1B	X
ENSG00000169174	55039548	55064852	PCSK9	1
ENSG00000173889	170086732	170181749	PHC3	3
ENSG00000150593	110871795	110900006	PDCD4	10
ENSG00000067225	72199029	72231822	PKM	15
ENSG00000143393	151291797	151327715	PI4KB	1
ENSG00000078618	51789191	51878937	NRDC	1
ENSG00000100941	39175183	39183218	PNN	14
ENSG00000237344	32133204	32138654	PBX2	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000177476	247605586	247606515	OR2G3	1
ENSG00000048162	176383938	176388975	NOP16	5
ENSG00000143228	163266576	163355764	NUF2	1
ENSG00000090273	26900238	26946862	NUDC	1
ENSG00000243678	51165435	51171747	NME2	17
ENSG00000239672	51153536	51162428	NME1	17
ENSG00000122512	5973239	6009125	PMS2	7
ENSG00000062822	50384204	50418016	POLD1	19
ENSG00000162734	160205337	160215376	PEA15	1
ENSG00000232005	32224129	32229571	PBX2	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000226784	77968874	77969638	PGAM4	X
ENSG00000146281	89146050	89165565	PM20D2	6
ENSG00000126653	30115521	30186475	NSRP1	17
